,CD141+,CD1C+,IL7R-CCR7+,IL7R+CCR7-,IL7R+CCR7+
OR4F5,0,0,0,0,0
SAMD11,0,0.241577786761812,0.075442257764666,2.22014352700007,0.250791281809453
NOC2L,132.547001379845,121.054829570612,130.505980402506,98.4752771682794,70.294425266915
KLHL17,3.69607275154608,7.26277465726595,7.03570718244995,4.58835398606981,7.79622312041058
PLEKHN1,3.41909789774619,1.24336241043911,0,13.6605212200539,3.81088256036753
PERM1,0,0,0,0,1.01713052961272
HES4,21.266077191129,9.00190572137487,6.74688613626332,10.014580193489,13.7063342638044
ISG15,63.7994857652477,63.0343636086337,22.3541336218569,35.9153925788925,40.2982364904394
AGRN,4.19495933382465,1.9177791153392,1.84053021829325,3.71047088847245,26.416122194176
RNF223,0.347229149136613,0,0,0,0
C1orf159,4.10896980468338,4.13899708176091,4.5736958269502,3.50351209621742,6.50036827175711
TTLL10,0.89330268547852,0.638101102998802,1.03621653462308,4.81486978130209,1.58985008372029
TNFRSF18,4.49927872662274,1.10191210910552,3.6705687106289,82.7907982520695,54.1463869206503
TNFRSF4,1.02332727740901,0.584783881260727,4.38292777474863,22.6285034612246,27.1165462565246
SDF4,123.979609264287,137.476152180861,165.522460331715,156.097149686024,162.854240036811
B3GALT6,6.81754487847487,7.24820352646533,2.94260122147555,9.5536062652765,10.6599088706692
UBE2J2,46.0189158201026,47.042121474501,61.9647033515322,44.3715502684148,51.8111440642859
SCNN1D,1.47673753414175,1.25020255857107,3.04531810883388,1.20943026263253,0.173051176814606
ACAP3,15.0943968048335,13.3670482437298,32.0393479817396,14.8376251868005,11.2279941092505
PUSL1,6.01436041686528,5.7619068300556,5.42972084027593,5.08504929628342,3.7778900442602
CPTP,6.45960330260014,4.5280712777667,4.54961678261392,6.28492076033513,6.81270526876748
TAS1R3,0.256502511567274,0.146579239680995,0.549302264807922,2.12698374909522,0.608678403739109
DVL1,22.0489599294961,19.9884083032159,26.1223663696091,21.442494588152,22.0062883835327
MXRA8,11.1834245228274,10.4892581451619,31.0647972428053,11.2895740418569,5.76916885708548
AURKAIP1,117.524064093696,153.46442401489,119.76632448117,107.334218394925,108.298257065995
CCNL2,98.6306172286086,92.7442691830482,145.308638832022,98.3540470222011,116.376600621003
MRPL20,50.0612768545038,50.5372411588807,50.9541554960958,47.7541673866836,43.4707287238555
ANKRD65,5.74504022622174,1.90320170130429,3.20949169360257,2.20936012424929,1.58063007567047
VWA1,0.173854515737503,0,0.124103631134294,0.096109709913049,0.206277686084537
ATAD3C,0.221472113232005,0.379682995340686,0,0.489734085220919,0.613143474189073
ATAD3B,13.8413439868409,12.4786310767554,13.4194119028915,13.9093532824467,13.4192379625697
ATAD3A,76.5372695828081,69.684840396078,83.565537898873,71.6155913458395,45.5048754738015
TMEM240,0,0.364642412916562,0,1.05825147980346,0.2523662995213
SSU72,42.248436080061,57.2238472544511,40.6197457088233,30.15672881219,31.2810305930834
FNDC10,0.844674457755829,1.20673028734977,0,0.466950293246612,0
MIB2,9.61730083855945,9.84372303695251,17.3511513391397,8.13454627853946,5.24364607286415
MMP23B,0.581108527635582,0.885537228024383,3.45680208807303,0.642493199352741,0
CDK11B,426.401377125416,444.273081592787,481.981161937732,314.714524082607,456.199839182251
SLC35E2B,16.4681334350257,9.98021289051083,37.2882997098522,14.0327045541062,20.2446171232429
CDK11A,0,0.05352122206178,0.534852066960391,0.20710303369904,0.22224983620893
NADK,61.0235592770618,54.6570826829511,235.578269553632,52.0006158029099,79.094407374207
GNB1,452.019302565253,501.834219668718,552.2770172008,360.867547629038,572.952908397067
CALML6,0.189696924215952,0.21680591547818,6.49980068965307,0.209735321288063,0
TMEM52,0.27621490659048,0,0.394344348616812,0.916177567207516,0
